,X,SubjectIdentification,FirstName,LastName,SocialSecurityNumber,Sex,BirthDate,Race,Ethnicity,EyeColorText,RegisteredSexOffender,IncidentDate,IncidentID,IncidentStreet,IncidentCity,OffenseLocalStatute,OffenseLocalText,ArrestingOfficerBadgeID,ArrOfficerFirstName,ArrOfficerLastName,ArrestNumber,ArrestDate,ReleaseDate,WarrantType,ArrestingAgencyName,ArrestCategory,WeaponPresent,DrugsPresent,ChargeID,ChargeLevel,ChargeLevelState,ReleaseOfficerBadgeID,RelOfficerFirstName,RelOfficerLastName,TranspOfficerBadgeID,TranspOfficerFirstName,TranspOfficerLastName,SentenceID,ConvictionResults,SentenceTermDays,SentenceDurationYrs,AgeAtBooking,BookingID
56,56,e4547d0c-ea15-4d2f-b105-36e9fc26afdd,Ronnie,Villarreal,575-99-7975,,1/9/58,,nonhispanic,brown,,3/22/13,2013-33632,2500 ROYAL AVE,Anytown,711.4,Extortion -- Accuse Another of Crime,4106,CHRIS,SCHUERER,20-00057,3/24/13,3/29/13, ,Any County Sheriff,On-View,,0,54099,F,Felony D,7171,SHANE,FINK,6853,JASON,MOSES,57937,sentenced,,5,55,98795
57,57,692b4ddd-74b4-476d-9940-c7f19ca6b2e5,Lori,Adams,035-68-3884,F,4/1/58,,nonhispanic,brown,,11/8/14,2014-40315,4905 MCKENNA RD,Anytown,"709.1, 709.4(1)",Sex Abuse 3rd Deg -- 1st Off,5220,CHRIS,VALE,20-00058,11/8/14,11/16/14, ,Any County Sheriff,Taken into custody,Rifle,0,49239,F,Felony C,5532,DEREK,WOOD,8521,KENDALL,FARRELL,21662,sentenced,,5,17,13404
58,58,8279edbe-ef1f-4af2-a55b-ca2675f1b36c,Jennifer,Cooley,,F,5/3/67,white,nonhispanic,brown,1,10/26/13,2013-97440,5300 MAIN DR,Anytown,321.216A(2),POSSESSION OF LICENSE OR ID CARD FORMS (SRMS),1695,MATTHEW,COTTERILL,20-00059,10/28/13,11/6/13, ,Anytown Police Dept.,Taken into custody,,0,42756,M,Serious Misdemeanor,7812,BRAD,WATTS,2491,JACKIE,HUMRICHOUSE,86806,sentenced,360,1,41,62459
59,59,31163df6-5225-4d23-a3aa-537067af3f9e,Chris,Rowe,841-17-3597,F,9/13/68,,nonhispanic,brown,,4/19/13,2013-46853,300 FEMRITE DR,Anytown,714.1,FRAUDULENT PRACTICE 2ND DEGREE - 1978 (FELD),3043,JOSHUA,HAMM,20-00060,4/19/13,4/28/13, ,Anytown Police Dept.,Summoned-Cited,Rifle,0,78159,F,Felony D,6173,DAN,ROTH,4562,DAVID,LANSGARD,33406,sentenced,,4,44,69897
60,60,ca8e58d6-9595-4fa4-a4df-bc22c4be47bf,Robin,Kane,058-45-8728,F,1/10/57,white,nonhispanic,brown,,11/30/16,2016-31274,208 OWEN RD & PARKING,Anytown,719.1(A)-2,INTERFERING W/OFFICIAL ACTS (SMMS),6244,PAUL,FORDICE,20-00061,12/2/16,12/3/16, ,Anytown Police Dept.,Taken into custody,,1,95205,M,Simple Misdemeanor,2562,PAUL,MONTZ,1319,PAUL,JELINEK,23359,,10,,59,97224
61,61,577ca4b6-c08e-4457-ba97-fbd1f5011714,John,Oconnor,,M,9/6/91,,nonhispanic,brown,,6/16/14,2014-62733,6401 MAIN DR,Anytown,"708.2C(1), 708.2C(5)",Asslt in Viol of Individ Rights,9622,ANDY,ZACHARIAS,20-00062,6/16/14,6/17/14, ,Any County Sheriff,On-View,,1,68446,M,Serious Misdemeanor,1121,DOC,ROTH,8511,JOEL,WENDEL,52510,,90,,39,24534
62,62,0d9c492d-9d71-4955-a224-5c9ed34bc380,Charles,Johnson,009-71-9955,M,6/7/50,white,nonhispanic,brown,1,7/4/15,2015-46816,2101 BROADWAY ,Anytown,707.6A(4)-3,SER. INJ. BY VEH. - 1997 (FELD),1611,MIKE,BOSARD,20-00063,7/6/15,7/9/15, ,Anytown Police Dept.,On-View,,1,33408,F,Felony D,9533,ADAM,RICH,3642,RYAN,FAULKCON,90868,sentenced,,4,65,35277
63,63,7d780dc3-96a3-4a4d-8abf-2ba0aa1996a1,Robert,Mejia,819-52-0518,M,8/7/87,white,nonhispanic,brown,,7/19/15,2015-47494,BELTINE HIGHWAY  & STOUGHTON RD,Anytown,723.4(5),"DISORDERLY CONDUCT-FALSE REP FIRE,EPIDEMIC,CATASTR",3898,ALAN,HUGGAR,20-00064,7/20/15,7/29/15, ,Any County Sheriff,Taken into custody,,0,23824,M,Simple Misdemeanor,7498,JOREY,MOORE,2779,CHRIS,HEWLETT,39747,sentenced,10,,27,23166
64,64,ca18962e-a0c1-401f-b171-b2435b696ff2,Tony,Burton Johnston,577-39-1310,M,12/12/94,other,hispanic,brown,1,4/17/14,2014-44371,6501 BRIDGE RD,Anytown,723.4(2),DISORDERLY CONDUCT - LOUD AND RAUCOUS NOISE (SMMS),7021,JACKIE,FORD,20-00065,4/17/14,4/24/14,arrest warrant,Anytown Police Dept.,Taken into custody,,1,17376,M,Simple Misdemeanor,4697,ROB,HERNANDEZ,9305,DENISE,LOCKWOOD,49644,sentenced,10,,19,59558
65,65,ef6d1c86-32ca-43c3-8eba-3da71b4c4601,Melissa,Dixon,170-48-7694,,5/22/50,white,nonhispanic,brown,,10/1/15,2015-91677,FLAMINGO RD & NICHOLS RD,Anytown,123.46(2A)-B,"SIMULATED PUBLIC INTXICATION, 3RD R SUBSQ OFFENSE",2770,MICHAEL,BROLL,20-00066,10/1/15,10/4/15, ,Any County Sheriff,On-View,,0,13199,O,Other,2357,CHUCK,WOOD,9520,BECKI,VRIES,86502,sentenced,,,44,43370
66,66,c69d4511-d34c-46ad-b8a0-4b7d372eaf17,Micky,Hernandez Lewis,,M,5/28/89,other,,brown,,6/7/13,2013-33055,2151 ROYAL AVE,Anytown,708.8,Going Armed With Intent,9540,ADAM,MOSES,20-00067,6/7/13,6/7/13, ,Any County Sheriff,Taken into custody,,0,91206,O,Unknown,9509,TYLER,SCHWINDT,8935,TRAVIS,SEYMOUR,93555,,,,25,42231
67,67,c69d4511-d34c-46ad-b8a0-4b7d372eaf17,Mike,Hernandez-Lewis,073-84-1908,M,5/28/89,other,hispanic,brown,,11/20/15,2015-94535,612 BARTELS ST,Anytown,123.46(3)-B,"SIMULATED PUBLIC INTOXICATION, 3RD OR SUBSQ OFFENSE",7312,GARY,WATTS,20-00068,11/23/15,11/30/15, ,Anytown Police Dept.,Summoned-Cited,,1,86118,M,Aggravated Misdemeanor,4657,DORAN,CLARK,2906,GREG,GINGERICH,27073,sentenced,360,1,53,83102
68,68,b16e1e68-1919-4409-94cf-514b32596040,Jose,Kelly,463-91-0665,M,1/15/81,other,hispanic,brown,,6/22/14,2014-70036,6540 MAIN DR,Anytown,"708.7(1), 708.7(3)",Harassment 2nd Deg -- Threaten Bodily Injury,4306,ASHTON,GIBNEY,20-00069,6/25/14,6/28/14, ,Any County Sheriff,On-View,,1,15039,O,Unknown,2887,RUSSELL,ALKE,5688,CHRIS,BATCHELLER,87647,sentenced,,,33,68376
69,69,aa34f9b5-7615-4d07-936c-bae78ecd3437,July,Butler,230-93-9552,F,7/6/89,white,nonhispanic,grey,,6/26/16,2016-12627,2500 ROYAL AVE,Anytown,724.4B,CARRYING WEAPONS ON SCHOOL GROUNDS (FELD),2803,BRANDON,VALE,20-00070,6/26/16,6/27/16, ,Any County Sheriff,Taken into custody,,0,83136,F,Felony D,5080,BRAD,HYCHE,5960,JARED,JR,91241,sentenced,,4,23,80588
70,70,c3ce1a2d-586e-484d-b280-bf520d788a09,Nicole,Washington,025-33-1692,F,6/16/89,white,hispanic,brown,0,2/21/15,2015-67712,2151 ROYAL AVE,Anytown,"714.1(2), 714.2(2)","Theft 2nd Deg -- Misappr Prop > $1,000 < $10,000",2318,REBECCA,GINGERICH,20-00071,2/21/15,3/1/15,Warrant of delivery,Any County Sheriff,Taken into custody,Firearm,1,46931,F,Felony D,2085,TYLER,BERNHARD,3516,SHAWN,HUBER,21680,sentenced,,5,25,64431
71,71,8f319acd-0366-4320-9c65-f9bb4ca12547,Caitlyn,Swanson,138-61-2361,F,8/14/96,white,,brown,,6/22/16,2016-32628,2151 ROYAL AVE,Anytown,"708.2A(1), 708.2A(2)(b)",Dom Ab Asslt -- 1st Off Causing Bodily Injury,6370,DAVID,SCHAAPVELD,20-00072,6/23/16,6/25/16, ,Any County Sheriff,Summoned-Cited,,0,23707,M,Serious Misdemeanor,6743,DOUGLAS,RICHMOND,7052,ERIC,TYRRELL,23195,sentenced,360,1,60,93496
72,72,8d2ba748-aeb9-4002-ac81-28081b4316b7,Samantha,Cruz,285-44-1435,F,1/25/91,white,nonhispanic,brown,1,10/23/14,2014-73716,3803 MAIN DR,Anytown,706A.2(1)(a),Illegal Enterprise -- Receive Proceeds,7864,BRAD,TIES,20-00073,10/23/14,10/26/14, ,Anytown Police Dept.,Summoned-Cited,,1,25384,F,Felony B,9470,DOUG,RUDISH,9484,BRAD,LINDLEY,63441,sentenced,,10,23,23585
73,73,e3d470c2-0add-413a-baec-19a4a7b20daa,Henry,Berg,596-58-1139,M,10/2/83,other,,brown,,1/4/16,2016-64992,6407 WESTGATE RD,Anytown,719.3(1),Obstruct Prosec or Defense -- Alter Evidence,8044,ROSS,MOSES,20-00074,1/5/16,1/11/16, ,Anytown Police Dept.,On-View,,0,99782,M,Aggravated Misdemeanor,7932,MICHAEL,NICHOLSON,3196,JEFF,BROLL,88952,sentenced,720,2,32,11325
74,74,85286618-799c-49f4-9c8d-2f7f3aeb786a,Dicky,Cruz,442-08-7541,M,5/12/81,other,,grey,0,2/6/15,2015-98242,2151 ROYAL AVE,Anytown,321J.2(2)(A),OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE,9184,LAURA,HAYES,20-00075,2/9/15,2/18/15, ,Any County Sheriff,Taken into custody,,0,74482,M,Serious Misdemeanor,3306,CHAD,HEKTOEN,5346,PAUL,SUTTON,82784,sentenced,360,1,29,28665
75,75,609de1b3-092e-4005-a099-da97fbf6bbd1,Deborah,Moore,890-88-0317,F,4/23/81,white,nonhispanic,brown,,6/16/13,2013-20782,MAIN DR & COTTAGE GROVE RD,Anytown,708.4(1),Willful Injury Resulting in Serious Injury,2492,ZACH,GOOD,20-00076,6/16/13,6/17/13, ,Any County Sheriff,On-View,,0,19390,F,Felony C,4842,ERIC,SMITH,5488,TYLER,REINHARD,57115,cleared,,5,32,31353
76,76,aa34f9b5-7615-4d07-936c-bae78ecd3437,July,Washington,,F,7/6/89,,nonhispanic,grey,,8/12/13,2013-67546,MAIN DR & DEAN AVE,Anytown,321.281(A)-2,OPER WHILE UNDER INFL. 1ST OFF - 1978 (SRMS),1684,DOUGLAS,SOUER,20-00077,8/12/13,8/12/13, ,Anytown Police Dept.,Taken into custody,Firearm,0,85141,M,Serious Misdemeanor,5638,JOHN,UNGARO,1546,ERIK,KISNER,21014,sentenced,90,,17,54141
77,77,a1821dd6-16a7-4485-9ece-c22c8714a384,Megan,Gibbs,,F,5/26/92,amindian,nonhispanic,brown,,4/26/15,2015-85885,2151 ROYAL AVE,Anytown,808.5,FAILURE TO APPEAR (SMMS),5914,DARIN,SUTTON,20-00078,4/28/15,5/1/15, ,Any County Sheriff,On-View,,1,82353,M,Simple Misdemeanor,5242,TROY,MARLOWE,7638,RICHARD,HAMBLIN,58159,sentenced,10,,45,28987
78,78,8279edbe-ef1f-4af2-a55b-ca2675f1b36c,Jennifer,Cooley,703-50-5305,F,5/3/67,asian,nonhispanic,brown,,1/28/15,2015-79225,BROADWAY  & COPPS AVE,Anytown,706.3(E),CONSP. TO COMMIT MISD (PERSON) - 1978 (AGMS),8859,JUAN,LAKOSE,20-00079,1/28/15,2/4/15, ,Anytown Police Dept.,Taken into custody,Firearm,0,47515,M,Aggravated Misdemeanor,2866,TRAVIS,DARJANIA,9870,BRAD,MERCER,23673,sentenced,360,1,64,30837
79,79,85286618-799c-49f4-9c8d-2f7f3aeb786a,Richard,Cruz,442-08-7541,M,5/12/81,asian,hispanic,grey,,5/11/14,2014-38042,2151 ROYAL AVE,Anytown,124.401(1)(d)-A,CONTROLLED SUBSTANCE VIOL. (AGMS),3363,JUAN,ARCENAS,20-00080,5/14/14,5/18/14, ,Anytown Police Dept.,Summoned-Cited,Firearm,0,44923,M,Aggravated Misdemeanor,2139,MATT,TEBOCKHORST,1260,RYAN,STEVA,20187,sentenced,720,2,63,52297
80,80,ef6d1c86-32ca-43c3-8eba-3da71b4c4601,Melissa,Dixon,170-48-7694,F,5/22/50,white,nonhispanic,brown,0,2/6/16,2016-37213,6540 MAIN DR,Anytown,124.213,PHARMACY PURCH >7500MG PSEUDOEPHEDRINE (SRMS),8081,TYLER,STUTZMAN,20-00081,2/6/16,2/9/16, ,Anytown Police Dept.,Summoned-Cited,,0,76397,M,Serious Misdemeanor,6420,MIKE,SCHABILION,3638,TERRY,RICH,97142,sentenced,120,,61,64978
81,81,32ddc178-dac5-4486-9d72-e89a29ab3f29,Christie,Jackson,157-24-0871,F,9/5/55,white,nonhispanic,grey,,9/15/14,2014-85423,2500 ROYAL AVE,Anytown,665.2(6),CONTEMPT-ANY OTHER ACT OR OMISSION DECLARED A CONT,7770,JEFF,ZACHARIAS,20-00082,9/18/14,9/18/14, ,Anytown Police Dept.,Taken into custody,,1,41602,M,Serious Misdemeanor,2305,SHANE,MOSES,1410,RONNIE,MOSES,21949,sentenced,60,,47,28840
82,82,3271f25f-31af-4fa5-9114-a8e6cf3c4897,Briana,Moore,643-84-2219,F,6/25/54,,nonhispanic,brown,,10/21/14,2014-42325,612 BARTELS ST,Anytown,723.2,UNLAWFUL ASSEMBLY - 1978 (SMMS),1502,JEFF,MERCER,20-00083,10/23/14,10/27/14, ,Anytown Police Dept.,On-View,Handgun,1,71887,M,Simple Misdemeanor,3929,BRAD,FAULKCON,2274,JENNY,TACK,64058,sentenced,10,,60,16081
83,83,a572446a-effa-49cf-907f-cd8483b05b65,Shannon,Mcclure,766-33-0770,F,10/18/73,white,nonhispanic,brown,,4/19/14,2014-79719,MAIN DR & ST TERESA TE,Anytown,236.11,Violation of No Contact Order,7592,MITCH,RARICK,20-00084,4/19/14,4/26/14, ,Anytown Police Dept.,Summoned-Cited,Firearm,0,77857,M,Aggravated Misdemeanor,9842,JEFF,KUNKEL,9224,JACKIE,ZACHARIAS,40062,sentenced,360,1,20,16011
84,84,dfbcc1d0-2e51-4398-87d2-8b4644455161,Erin,Smith,,F,6/20/71,pacisland,,brown,,11/2/14,2014-17956,6317 ROSELAWN AVE,Anytown,123.91,Public Intoxication (3rd),8720,MICHAEL,VOELLER,20-00085,11/2/14,11/2/14, ,Any County Sheriff,On-View,,0,93718,M,Serious Misdemeanor,8085,KAREN,BOSARD,1350,REBECCA,GOOD,57113,sentenced,360,1,25,47743
85,85,ca18962e-a0c1-401f-b171-b2435b696ff2,Anthony,Burton Johnston,577-39-1310,M,12/12/94,other,hispanic,brown,,5/14/13,2013-14937,2151 ROYAL AVE,Anytown,714.1,Shoplifting,7934,JON,BAILEY,20-00086,5/14/13,5/20/13, ,Any County Sheriff,Summoned-Cited,,1,46833,O,Unknown,5305,MATTHEW,FINK,2469,ANDY,STEEN,98224,sentenced,,,44,31007
86,86,6801c3eb-3036-4c36-ba86-cfbb30bde833,Robert,Bates,123-61-2300,M,11/9/72,other,,brown,,8/3/13,2013-23014,6540 MAIN DR,Anytown,"714.1(3), 714.2(2)","Theft 2nd Deg -- Decep L/S/P > $1,000 < $10,000",3993,DARIN,ERICKSON,20-00087,8/4/13,8/10/13, ,Any County Sheriff,On-View,,1,74803,F,Felony D,2934,TRAVIS,CARLSON,2266,DENNIS,WENDEL,28147,sentenced,,5,40,90793
87,87,9cd6d014-39d1-4ffe-b7db-c95d83e03668,Joel,Hopkins,,M,7/26/82,black,hispanic,brown,,6/7/16,2016-79012,902 NICHOLS RD,Anytown,124.401(5),Drug Poss Marj,7501,TYLER,CHENEY,20-00088,6/8/16,6/10/16, ,Anytown Police Dept.,Summoned-Cited,,0,99186,M,Serious Misdemeanor,6295,MATTHEW,WATTS,4150,AARON,JENNINGS,84148,sentenced,360,1,33,71206
88,88,4e9b0f1f-1f0a-4346-adaa-8d9475431e1c,Kim,Miller,419-41-5797,F,9/22/85,,nonhispanic,grey,,9/21/13,2013-86813,2501 BROADWAY ,Anytown,719.1(2)A,INTERFERENCE W/DCS OFFICER (SRMS),2375,GABE,HAMMES,20-00089,9/21/13,9/21/13, ,Any County Sheriff,Taken into custody,,0,23630,M,Serious Misdemeanor,8308,J.T.,CAMPBELL,5000,JEREMY,MURPHY,83777,,60,,28,48427
89,89,ca8e58d6-9595-4fa4-a4df-bc22c4be47bf,Robin,Kane,058-45-8728,F,1/10/57,white,,brown,,9/13/16,2016-14919,2151 ROYAL AVE,Anytown,711.3,Robbery 2nd Degree,3468,JESSE,SANTIAGO,20-00090,9/15/16,9/23/16, ,Anytown Police Dept.,Summoned-Cited,,1,78262,F,Felony C,4048,CHRISTINE,REINHARD,1854,TRAVIS,MILLARD,61046,sentenced,,2,31,32821
90,90,4ba6bdca-1d5e-40ca-aced-433a20aa30c4,Patricia,Rodriguez,477-25-6932,F,1/7/94,,nonhispanic,brown,1,4/6/14,2014-27542,BROADWAY  & EDNA TAYLOR PKWY,Anytown,124.401F,Tamper w Poss/Transpt Anhydrous Ammonia,3153,ADAM,RICHMOND,20-00091,4/7/14,4/11/14, ,Anytown Police Dept.,On-View,,0,68540,M,Serious Misdemeanor,1686,SHINE,JENNINGS,1387,NILES,BAILEY,14377,sentenced,360,1,23,95522
91,91,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,,hispanic,brown,,12/2/15,2015-80779,2151 ROYAL AVE,Anytown,321.279(3),ELUDING (FELD),9995,ADAM,KELLY,20-00092,12/3/15,12/8/15, ,Any County Sheriff,Taken into custody,Handgun,1,58917,F,Felony D,5769,ASHLEY,MCKENNA,5348,ERIC,REINHARD,22081,sentenced,,4,65,92483
92,92,6aef00b9-49fc-4ea3-92a5-a5f05554eee9,Kim,Gonzalez,075-21-0297,F,2/8/77,white,nonhispanic,brown,,12/5/14,2014-80676,2101 BROADWAY ,Anytown,708.2(4,Assault (Simple),4908,MICHAEL,MCADAMS,20-00093,12/7/14,12/9/14, ,Anytown Police Dept.,Summoned-Cited,,1,23120,O,Unknown,6772,RYAN,GARMOE,5189,NILES,JAY,76844,sentenced,,,37,54949
93,93,4e9b0f1f-1f0a-4346-adaa-8d9475431e1c,Kim,Miller,419-41-5797,F,9/22/85,white,nonhispanic,grey,,10/2/13,2013-82152,2151 ROYAL AVE,Anytown,"716.1, 716.4","Crim Misch 2nd Deg -- Dam > $1,000 < $10,000",6291,TODD,CARDEN,20-00094,10/2/13,10/7/13, ,Anytown Police Dept.,Summoned-Cited,,1,41800,F,Felony D,6814,WILLIAM,SUTTON,1925,ALAN,MCADAMS,71278,cleared,,5,55,30499
94,94,57d6b716-d196-46ba-b5ae-4b82820fd18d,Monica,Johnson,087-57-6528,F,9/21/73,white,nonhispanic,brown,,6/3/15,2015-79700,2151 ROYAL AVE,Anytown,"714.1(8), 714.2(4)",Theft 4th Deg -- Access Comp/Net > $200 < $500,8409,BRANDON,RARICK,20-00095,6/3/15,6/11/15, ,Anytown Police Dept.,On-View,,0,60420,M,Serious Misdemeanor,1377,JEFF,MOSES,1959,MARK,SAMMONS,55012,sentenced,90,,41,32507
95,95,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Dan,Pugh,034-88-8059,M,10/12/50,white,nonhispanic,brown,,3/5/13,2013-46279,BELTINE HIGHWAY  & WPS,Anytown,124.401(5),"Proh Acts -- Possess Con Sub, 2nd Off (Marij Only)",7207,BRENT,ROLING,20-00096,3/6/13,3/7/13, ,Any County Sheriff,Summoned-Cited,,1,93493,O,Unknown,1171,MIKE,STUCKEY,6641,DAVE,HAMMES,63002,sentenced,,,48,38549
96,96,8b052eea-89ce-4732-98fe-d06b8fdb3d7f,Rodney,Hamilton,245-52-4520,M,2/2/97,,nonhispanic,brown,,12/12/15,2015-27496,6207 MAIN DR,Anytown,716.6,Criminal Mischief 5th Degree,9084,KEVIN,POP,20-00097,12/12/15,12/20/15, ,Anytown Police Dept.,Taken into custody,,1,72835,M,Simple Misdemeanor,9856,RYAN,GINGERICH,8740,ASHLEY,MONTZ,70830,sentenced,10,,18,43551
97,97,8b052eea-89ce-4732-98fe-d06b8fdb3d7f,Rodney,Hamilton,245-52-4520,M,2/2/97,,nonhispanic,brown,,7/12/15,2015-70538,BELTINE HIGHWAY  & PARK,Anytown,713.6B(2)-A,ATTEMPTED BURGLARY 3RD DEGREE - UNOCCUP MOTOR VEHI,3768,SHAWN,CHENEY,20-00098,7/13/15,7/18/15, ,Any County Sheriff,On-View,,0,94867,M,Serious Misdemeanor,6811,CATHY,MURPHY,6116,ANDY,CASH,24691,cleared,90,,18,64124
98,98,ca18962e-a0c1-401f-b171-b2435b696ff2,Anthony,Burton Johnston,577-39-1310,M,12/12/94,other,hispanic,brown,,12/5/14,2014-87381,2151 ROYAL AVE,Anytown,124.407,Drug Unlawful Gathering,7804,MATTHEW,REGENWETHER,20-00099,12/6/14,12/12/14, ,Any County Sheriff,Summoned-Cited,,0,98304,F,Felony D,6689,AARON,CASH,2740,RICHARD,FOWLER,30528,sentenced,,1,34,19030
99,99,852f2853-1f11-425d-9a34-a23b051a6ccf,Mark,Scott,029-56-9010,M,8/10/52,white,nonhispanic,green,,1/29/14,2014-99141,2101 BROADWAY ,Anytown,321.284A,OPEN CONTAINER - PASSENGER,1737,CHAD,LAMM,20-00100,2/1/14,2/2/14, ,Anytown Police Dept.,On-View,,0,53177,O,Scheduled Violation,5033,CHAD,SANTIAGO,8836,REBECCA,HEWLETT,66091,sentenced,,,61,10932
100,100,8f319acd-0366-4320-9c65-f9bb4ca12547,Caitlyn,Campbell,138-61-2361,F,8/14/96,white,nonhispanic,brown,,9/8/15,2015-41610,2500 ROYAL AVE,Anytown,713.7,Burglary tools posessed,3145,LIBBY,NEELD,20-00101,9/9/15,9/16/15, ,Anytown Police Dept.,On-View,Rifle,1,26682,O,Unknown,4442,DUSTIN,DARJANIA,2342,DOUGLAS,LAKOSE,63329,sentenced,,,26,87250
101,101,c9a6f766-0fab-4f6f-9bff-c591d9d6176d,Katie,Wilson,,F,4/1/54,white,nonhispanic,grey,,7/7/14,2014-94313,419 FALCON CIR,Anytown,123.46(2A)-A,"SIMLATED PUBLIC INTOXICATION, 2ND OFFENSE",6012,AARON,SMITH,20-00102,7/9/14,7/16/14, ,Anytown Police Dept.,Summoned-Cited,,0,46268,M,Serious Misdemeanor,1590,GABE,JENNINGS,6203,LUTHER,BLOEM,85072,sentenced,360,1,60,75276
102,102,ac4c96e6-f65d-4ff6-8e3f-d77a0a802caa,David,Mcmillan,121-98-9199,M,11/12/94,white,,blue,,6/29/15,2015-21913,2151 ROYAL AVE,Anytown,483A.36-A,"MANNER OF CONVEYANCE (ASSEMBLED, UNLOADED GUN)",3874,DEREK,NICHOLSON,20-00103,7/2/15,7/6/15, ,Any County Sheriff,On-View,,0,42011,O,Scheduled Violation,3184,MITCH,SANTIAGO,1624,PRESTON,HERRIG,48322,sentenced,,,31,51098
103,103,133f811d-fa90-40d4-96b1-cb66b11f0c1c,Malik,Newman,025-75-8366,M,6/4/61,white,nonhispanic,brown,,2/26/15,2015-15192,2500 ROYAL AVE,Anytown,"665.3(5), 665.4",Contempt -- Willful Disobed by Officr/Mag/Tribunal,7360,ALIRIO,SUMMERS,20-00104,2/28/15,3/8/15,Warrant of delivery,Anytown Police Dept.,Taken into custody,,1,97830,M,Serious Misdemeanor,7253,LIBBY,NEELD,1555,ABE,BOLEN,72741,sentenced,360,1,53,69793
104,104,e3d470c2-0add-413a-baec-19a4a7b20daa,Henry,Berg,596-58-1139,M,10/2/83,black,hispanic,brown,1,6/12/14,2014-82982,300 FEMRITE DR,Anytown,124.401(5),Drug Poss Marj,1522,JEFFREY,ARCENAS,20-00105,6/14/14,6/21/14, ,Anytown Police Dept.,Taken into custody,Rifle,0,55132,M,Aggravated Misdemeanor,7283,PAUL,MORGAN,1936,MARK,GARDNER,96869,sentenced,720,2,43,14468
105,105,ef6d1c86-32ca-43c3-8eba-3da71b4c4601,Melissa,Dixon,170-48-7694,F,5/22/50,white,nonhispanic,brown,1,11/4/16,2016-98702,2151 ROYAL AVE,Anytown,124.401(1)(d),Proh Acts -- Conspire Int/Del False Marij < 50kg,3164,TRAVIS,MEYER,20-00106,11/7/16,11/13/16, ,Anytown Police Dept.,Taken into custody,,0,92719,F,Felony D,7093,JOREY,ALKE,9212,CHRIS,RICH,45399,sentenced,,4,35,82417
106,106,b3cafed9-d2f3-45dc-a0ab-afd44f4ec06c,Angela,Harvey,,F,6/25/53,,,brown,,10/19/16,2016-17166,2151 ROYAL AVE,Anytown,708.7(3),HARASSMENT / 2ND DEG. - 1989 (SRMS),5414,MELEAH,CLARK,20-00107,10/22/16,10/29/16, ,Any County Sheriff,On-View,,1,39241,M,Serious Misdemeanor,7413,NILES,MCKENNA,3350,JEFF,HAYES,54882,sentenced,120,,39,95331
107,107,17bbff46-5f86-4c6d-a06a-c6948cd28182,Maurice,Henry,458-87-5596,M,7/14/83,white,nonhispanic,brown,,3/22/13,2013-54534,6206 GATE RD,Anytown,124.401(5),Proh Acts -- Simple Poss 1st Off (Meth),5283,ROB,KRACK,20-00108,3/22/13,3/28/13, ,Any County Sheriff,Summoned-Cited,,0,87580,M,Serious Misdemeanor,2453,JUAN,GIESE,3154,NILES,HENDERSON,69746,sentenced,120,,42,14651
108,108,8cfc9d37-5816-42c5-affa-069360cb3fa8,Justin,Smith,261-19-5143,M,9/14/79,white,nonhispanic,brown,1,6/11/13,2013-99439,211 OWEN RD,Anytown,"708.1, 708.2(2)",Asslt Causing Bod Inj or Ment Illness -- No Intent,6926,REBECCA,WERLING,20-00109,6/14/13,6/19/13, ,Any County Sheriff,Summoned-Cited,,1,49993,M,Serious Misdemeanor,9522,MICHAEL,WRIGHT,5620,MIKE,BARNEY,16460,sentenced,60,,33,29401
109,109,4ba6bdca-1d5e-40ca-aced-433a20aa30c4,Patty,Rodriguez,477-25-6932,F,1/7/94,white,nonhispanic,brown,,4/15/15,2015-72860,2151 ROYAL AVE,Anytown,123.46,Alcohol consume,4742,JEFF,SCHABILION,20-00110,4/15/15,4/19/15,arrest warrant,Anytown Police Dept.,Summoned-Cited,,0,90552,M,Simple Misdemeanor,5896,PAUL,GLEASON,1851,MATTHEW,REINHARD,82682,sentenced,10,,48,85614
110,110,24635912-0793-42fd-a7a3-96f66e61d148,Matthew,Webb,168-47-4795,M,1/21/70,amindian,nonhispanic,blue,,5/29/15,2015-54219,2151 ROYAL AVE,Anytown,124.401B,POSSESSION ON CERTAIN PROPERTY-PENALTY ENHANCED,5510,DAN,LAKOSE,20-00111,6/1/15,6/2/15, ,Any County Sheriff,Summoned-Cited,,0,48095,O,Other,8762,CARLOS,TIES,8746,MICHAEL,COLEMAN,19444,sentenced,,,45,92195
111,111,17bbff46-5f86-4c6d-a06a-c6948cd28182,Maurice,Henry,458-87-5596,M,7/14/83,white,,brown,,8/1/16,2016-12807,2151 ROYAL AVE,Anytown,718.6(1),False Reports -- Pub Safety Entity,6475,DUSTIN,REINHARD,20-00112,8/3/16,8/3/16, ,Any County Sheriff,On-View,,0,14619,M,Simple Misdemeanor,6768,SCOTT,SCHABILION,1899,MARK,COOPER,30260,sentenced,10,,33,89163
